00.18,"Infusion of immunosuppressive antibody therapy Includes: during induction phase of solid organ transplantation monoclonal antibody therapy polyclonal antibody therapy"
00.19,"Disruption of blood brain barrier via infusion [BBBD] Infusion of substance to disrupt blood brain barrier Code also chemotherapy (99.25) Excludes:  other perfusion (39.97)"
00.2,"Intravascular imaging of blood vessels Endovascular ultrasonography Intravascular ultrasound (IVUS) Intravascular [ultrasound] imaging of blood vessels Virtual histology intravascular ultrasound [VH-IVUS] Note: real-time imaging of lumen of blood vessel(s) using sound waves Code also any synchronous diagnostic or therapeutic procedures Excludes: adjunct vascular system procedures&#44; number of vessels treated (00.40-00.43) diagnostic procedures on blood vessels (38.21-38.29) diagnostic ultrasound of peripheral vascular system (88.77) intravascular imaging of vessel(s) by OCT (38.24-38.25) magnetic resonance imaging (MRI) (88.91-88.97) therapeutic ultrasound (00.01-00.09)"
00.21,"Intravascular imaging of extracranial cerebral vessels Common carotid vessels and branches Intravascular ultrasound (IVUS)&#44; extracranial cerebral vessels Excludes:  diagnostic ultrasound (non-invasive) of head and neck (88.71)"
00.22,"Intravascular imaging of intrathoracic vessels Aorta and aortic arch Intravascular ultrasound (IVUS)&#44; intrathoracic vessels Vena cava (superior) (inferior) Excludes: diagnostic ultrasound (non-invasive) of other sites of thorax (88.73)"
00.23,"Intravascular imaging of peripheral vessels Imaging of: vessels of arm(s) vessels of leg(s) Intravascular ultrasound (IVUS)&#44; peripheral vessels Excludes: diagnostic ultrasound (non-invasive) of peripheral vascular system (88.77)"
00.24,"Intravascular imaging of coronary vessels Intravascular ultrasound (IVUS)&#44; coronary vessels Excludes: diagnostic ultrasound (non-invasive) of heart (88.72) intracardiac echocardiography [ICE] (ultrasound of heart chamber(s)) (37.28)"
00.25,"Intravascular imaging of renal vessels Intravascular ultrasound (IVUS)&#44; renal vessels Renal artery Excludes: diagnostic ultrasound (non-invasive) of urinary system (88.75)"
00.28,"Intravascular imaging&#44; other specified vessel(s)"
00.29,"Intravascular imaging&#44; unspecified vessel(s)"
00.3,"Computer assisted surgery [CAS] CT-free navigation Image guided navigation (IGN) Image guided surgery (IGS) Imageless navigation That without the use of robotic(s) technology Code also diagnostic or therapeutic procedure Excludes: robotic assisted procedures (17.41-17.49) stereotactic frame application only (93.59)"
00.31,"Computer assisted surgery with CT/CTA"
00.32,"Computer assisted surgery with MR/MRA"
00.33,"Computer assisted surgery with fluoroscopy"
00.34,"Imageless computer assisted surgery"
00.35,"Computer assisted surgery with multiple datasets"
00.39,"Other computer assisted surgery Computer assisted surgery NOS"
00.4,"Adjunct Vascular System Procedures Note:  These codes can apply to both coronary and peripheral vessels.  These codes are to be used in conjunction with other therapeutic procedure codes to provide additional information on the number of vessels upon which a procedure was performed and/or the number of stents inserted.  As appropriate&#44; code both the number of vessels operated on (00.40-00.43)&#44; and the number of stents inserted (00.45-00.48). Code also any: angioplasty or atherectomy (00.61-00.62&#44; 00.66&#44; 39.50) endarterectomy (38.10-38.18) insertion of vascular stent(s) (00.55&#44; 00.63-00.65&#44; 36.06-36.07&#44; 39.90) other removal of coronary artery obstruction (36.09)"
00.40,"Procedure on single vessel Number of vessels&#44; unspecified Excludes: (aorto)coronary bypass (36.10-36.19) intravascular imaging of blood vessels (00.21-00.29)"
00.41,"Procedure on two vessels Excludes: (aorto) coronary bypass (36.10-36.19) intravascular imaging of blood vessels (00.21-00.29)"
00.42,"Procedure on three vessels Excludes: (aorto) coronary bypass (36.10-36.19) intravascular imaging of blood vessels (00.21-00.29)"
00.43,"Procedure on four or more vessels Excludes: (aorto) coronary bypass (36.10-36.19) intravascular imaging of blood vessels (00.21-00.29)"
00.44,"Procedure on vessel bifurcation Note:  This code is to be used to identify the presence of a vessel bifurcation; it does not describe a specific bifurcation stent.  Use this code only once per operative episode&#44; irrespective of the number of bifurcations in vessels."
00.45,"Insertion of one vascular stent Number of stents&#44; unspecified"
00.46,"Insertion of two vascular stents"
00.47,"Insertion of three vascular stents"
00.48,"Insertion of four or more vascular stents"
00.49,"SuperSaturated oxygen therapy Aqueous oxygen (AO) therapy SS02 SuperOxygenation infusion therapy Code also any:  injection or infusion of thrombolytic agent (99.10) insertion of coronary artery stent(s) (36.06-36.07) intracoronary artery thrombolytic infusion (36.04) number of vascular stents inserted (00.45-00.48) number of vessels treated (00.40-00.43) open chest coronary artery angioplasty (36.03) other removal of coronary obstruction (36.09) percutaneous transluminal coronary angioplasty [PTCA] (00.66) procedure on vessel bifurcation (00.44) Excludes: other oxygen enrichment (93.96) other perfusion (39.97)"
00.5,"Other cardiovascular procedures"
00.50,"Implantation of cardiac resynchronization pacemaker without mention of defibrillation&#44; total system [CRT-P] Biventricular pacemaker Biventricular pacing without internal cardiac defibrillator BiV pacemaker Implantation of cardiac resynchronization (biventricular) pulse generator pacing device&#44; formation of pocket&#44; transvenous leads including placement of lead into left ventricular coronary venous system&#44; and intraoperative procedures for evaluation of lead signals. That with CRT-P generator and one or more leads Note:  Device testing during procedure - omit code Excludes: implantation of cardiac resynchronization defibrillator&#44; total system [CRT-D] (00.51) insertion or replacement of any type pacemaker device (37.80-37.87) replacement of cardiac resynchronization defibrillator pulse generator only [CRT-D](00.54) replacement of cardiac resynchronization pacemaker pulse generator only [CRT-P](00.53)"
00.51,"Implantation of cardiac resynchronization defibrillator&#44; total system [CRT-D] BiV defibrillator Biventricular defibrillator Biventricular pacing with internal cardiac defibrillator BiV ICD BiV pacemaker with defibrillator BiV pacing with defibrillator Implantation of a cardiac resynchronization (biventricular) pulse generator with defibrillator [AICD]&#44; formation of pocket&#44; transvenous leads&#44; including placement of lead into left ventricular coronary venous system&#44; intraoperative procedures for evaluation of lead signals&#44; and obtaining defibrillator threshold measurements. That with CRT-D generator and one or more leads Note:  Device testing during procedure - omit code Excludes: implantation of cardiac resynchronization pacemaker&#44; total system [CRT-P](00.50) implantation or replacement of automatic cardioverter/defibrillator&#44; total system [AICD] (37.94) replacement of cardiac resynchronization defibrillator pulse generator&#44; only [CRT-D](00.54)"
00.52,"Implantation or replacement of transvenous lead [electrode] into left ventricular coronary venous system Excludes: implantation of cardiac resynchronization defibrillator&#44; total system [CRT-D](00.51) implantation of cardiac resynchronization pacemaker&#44; total system [CRT-P](00.50) initial insertion of transvenous lead [electrode] (37.70-37.72) replacement of transvenous atrial and/or ventricular lead(s) [electrodes] (37.76)"
00.53,"Implantation or replacement of cardiac resynchronization pacemaker pulse generator only [CRT-P] Implantation of CRT-P device with removal of any existing CRT-P or other pacemaker device Note:  Device testing during procedure - omit code Excludes: implantation of cardiac resynchronization pacemaker&#44; total system [CRT-P] (00.50) implantation or replacement of cardiac resynchronization defibrillator pulse generator only [CRT-D](00.54) insertion or replacement of any type pacemaker device (37.80-37.87)"
00.54,"Implantation or replacement of cardiac resynchronization defibrillator pulse generator device only [CRT-D] Implantation of CRT-D device with removal of any existing CRT-D&#44; CRT-P&#44; pacemaker&#44; or defibrillator device Note:  Device testing during procedure - omit code Excludes: implantation of automatic cardioverter/defibrillator pulse generator only (37.96) implantation of cardiac resynchronization defibrillator&#44; total system [CRT-D] (00.51) implantation or replacement of cardiac resynchronization pacemaker pulse generator only [CRT-P]  (00.53)"
00.55,"Insertion of drug-eluting peripheral vessel stent(s) Endograft(s) Endovascular graft(s) Stent grafts Code also any: angioplasty or atherectomy of other non-coronary vessel(s) (39.50) number of vascular stents inserted (00.45-00.48) number of vessels treated (00.40-00.43) procedure on vessel bifurcation (00.44) Excludes: drug-coated peripheral stents&#44; e.g.&#44; heparin coated (39.90) insertion of cerebrovascular stent(s) (00.63-00.65) insertion of drug-eluting coronary artery stent (36.07) insertion of non-drug-eluting stent(s): coronary artery (36.06) peripheral vessel (39.90) that for aneurysm repair (39.71 - 39.79)"
00.56,"Insertion or replacement of implantable pressure sensor (lead) for intracardiac or great vessel hemodynamic monitoring Code also any associated implantation or replacement of monitor (00.57) Excludes:  circulatory monitoring (blood gas&#44; arterial or venous pressure&#44; cardiac output and coronary blood flow) (89.60 - 89.69)"
00.57,"Implantation or replacement of subcutaneous device for intracardiac or great vessel hemodynamic monitoring Implantation of monitoring device with formation of subcutaneous pocket and connection to intracardiac pressure sensor (lead) Code also any associated insertion or replacement of implanted pressure sensor (lead) (00.56)"
00.58,"Insertion of intra-aneurysm sac pressure monitoring device (intraoperative) Insertion of pressure sensor during endovascular repair of abdominal or thoracic aortic aneurysm(s)"
00.59,"Intravascular pressure measurement of coronary arteries Includes: fractional flow reserve (FFR) Code also any synchronous diagnostic or therapeutic procedures Excludes:  intravascular pressure measurement of intrathoracic arteries (00.67)"
00.6,"Procedures on blood vessels"
00.61,"Percutaneous angioplasty or atherectomy of precerebral (extracranial) vessel(s) Basilar Carotid Vertebral Code also any: injection or infusion of thrombolytic agent (99.10) number of vascular stents inserted (00.45-00.48) number of vessels treated (00.40-00.43) percutaneous insertion of carotid artery stent(s) (00.63) percutaneous insertion of other precerebral artery stent(s) (00.64) procedure on vessel bifurcation (00.44) Excludes: angioplasty or atherectomy of other non-coronary vessel(s) (39.50) removal of cerebrovascular obstruction of vessel(s) by open approach (38.01-38.02&#44; 38.11-38.12&#44; 38.31-38.32&#44; 38.41-38.42)"
00.62,"Percutaneous angioplasty or atherectomy of intracranial vessel(s) Code also any: injection or infusion of thrombolytic agent (99.10) number of vascular stents inserted (00.45-00.48) number of vessels treated (00.40-00.43) percutaneous insertion of intracranial stent(s) (00.65) procedure on vessel bifurcation (00.44) Excludes: angioplasty or atherectomy of other non-coronary vessel(s) (39.50) removal of cerebrovascular obstruction of vessel(s) by open approach (38.01-38.02&#44; 38.11-38.12&#44; 38.31-38.32&#44; 38.41-38.42)"
00.63,"Percutaneous insertion of carotid artery stent(s) Includes: the use of any embolic protection device&#44; distal protection device&#44; filter device&#44; or stent delivery system Non-drug-eluting stent Code also any: number of vascular stents inserted (00.45-00.48) number of vessels treated (00.40-00.43) percutaneous angioplasty or atherectomy of precerebral  vessel(s) (00.61) procedure on vessel bifurcation (00.44) Excludes: angioplasty or atherectomy of other non-coronary vessel(s)(39.50) insertion of drug-eluting peripheral vessel stent(s) (00.55)"
00.64,"Percutaneous insertion of other precerebral (extracranial) artery stent(s) Includes: the use of any embolic protection device&#44; distal protection device&#44; filter device&#44; or stent delivery system Basilar stent Vertebral stent Code also any: number of vascular stents inserted (00.45-00.48) number of vessels treated (00.40-00.43) percutaneous angioplasty or atherectomy of precerebral vessel(s) (00.61) procedure on vessel bifurcation (00.44) Excludes: angioplasty or atherectomy of other non-coronary vessel(s)(39.50) insertion of drug-eluting peripheral vessel stent(s) (00.55)"
00.65,"Percutaneous insertion of intracranial vascular stent(s) Includes: the use of any embolic protection device&#44; distal protection device&#44; filter device&#44; or stent delivery system Code also any: number of vascular stents inserted (00.45-00.48) number of vessels treated (00.40-00.43) percutaneous angioplasty or atherectomy of intracranial vessel(s) (00.62) procedure on vessel bifurcation (00.44) Excludes: angioplasty or atherectomy of other non-coronary vessel(s)(39.50) insertion of drug-eluting peripheral vessel stent(s) (00.55)"
00.66,"Percutaneous transluminal coronary angioplasty [PTCA] or coronary atherectomy Balloon angioplasty of coronary artery Coronary atherectomy Percutaneous coronary angioplasty NOS"
00.67,"Intravascular pressure measurement of intrathoracic arteries Assessment of: Aorta and aortic arch Carotid Code also any synchronous diagnostic or therapeutic procedures"
00.68,"Intravascular pressure measurement of peripheral arteries Assessment of: Other peripheral vessels Vessels of arm(s) Vessels of leg(s) Code also any synchronous diagnostic or therapeutic procedures"
00.69,"Intravascular pressure measurement&#44; other specified and unspecified vessels Assessment of Iliac vessels Intra-abdominal vessels Mesenteric vessels Renal vessels Code also any synchronous diagnostic or therapeutic procedures Excludes: intravascular pressure measurement of: coronary arteries (00.59) intrathoracic arteries (00.67) peripheral arteries (00.68)"
00.7,"Other hip procedures"
00.70,"Revision of hip replacement&#44; both acetabular and femoral components Total hip revision Code also any: removal of (cement) (joint) spacer (84.57) type of bearing surface&#44; if known (00.74-00.77) Excludes: revision of hip replacement&#44; acetabular component only (00.71) revision of hip replacement&#44; femoral component only (00.72) revision of hip replacement&#44; Not Otherwise Specified (81.53) revision with replacement of acetabular liner and/or femoral head only (00.73)"
00.71,"Revision of hip replacement&#44; acetabular component Partial&#44; acetabular component only That with: exchange of acetabular cup and liner exchange of femoral head Code also any type of bearing surface&#44; if known (00.74-00.77) Excludes: revision of hip replacement&#44; both acetabular and femoral components (00.70) revision of hip replacement&#44; femoral component (00.72) revision of hip replacement&#44; Not Otherwise Specified (81.53) revision with replacement of acetabular liner and/or femoral head only (00.73)"
00.72,"Revision of hip replacement&#44; femoral component Partial&#44; femoral component only That with: exchange of acetabular liner exchange of femoral stem and head Code also any type of bearing surface&#44; if known (00.74-00.77) Excludes: revision of hip replacement&#44; acetabular component  (00.71) revision of hip replacement&#44; both acetabular and femoral components (00.70) revision of hip replacement&#44; not otherwise specified (81.53) revision with replacement of acetabular liner and/or femoral head only (00.73)"
00.73,"Revision of hip replacement&#44; acetabular liner and/or femoral head only Code also any type of bearing surface&#44; if known (00.74-00.77)"
00.74,"Hip bearing surface&#44; metal-on-polyethylene"
00.75,"Hip bearing surface&#44; metal-on-metal"
00.76,"Hip bearing surface&#44; ceramic-on-ceramic"
00.77,"Hip bearing surface&#44; ceramic-on-polyethylene"
00.8,"Other knee and hip procedures Note:  Report up to two components using 00.81 - 00.83 to describe revision of knee replacements.  If all three components are revised&#44; report 00.80."
00.80,"Revision of knee replacement&#44; total (all components) Replacement of femoral&#44; tibial&#44; and patellar components (all components) Code also any removal of (cement) (joint) spacer (84.57) Excludes: revision of only one or two components (tibial&#44; femoral or patellar component) (00.81-00.84)"
00.81,"Revision of knee replacement&#44; tibial component Replacement of tibial baseplate and tibial insert (liner) Excludes: revision of knee replacement&#44; total (all components) (00.80)"
00.82,"Revision of knee replacement&#44; femoral component That with replacement of tibial insert (liner) Excludes: revision of knee replacement&#44; total (all components) (00.80)"
00.83,"Revision of knee replacement&#44; patellar component Excludes: revision of knee replacement&#44; total (all components) (00.80)"
00.84,"Revision of total knee replacement&#44; tibial insert (liner) Replacement of tibial insert (liner) Excludes: that with replacement of tibial component (tibial baseplate and liner) (00.81)"
00.85,"Resurfacing hip&#44; total&#44; acetabulum and femoral head Hip resurfacing arthroplasty&#44; total"
00.86,"Resurfacing hip&#44; partial&#44; femoral head Hip resurfacing arthroplasty&#44; NOS Hip resurfacing arthroplasty&#44; partial&#44; femoral head Excludes: that with resurfacing of acetabulum (00.85)"
00.87,"Resurfacing hip&#44; partial&#44; acetabulum Hip resurfacing arthroplasty&#44; partial&#44; acetabulum Excludes: that with resurfacing of femoral head (00.85)"
00.9,"Other procedures and interventions"
00.91,"Transplant from live related donor Code also organ transplant procedure"
00.92,"Transplant from live non-related donor Code also organ transplant procedure"
00.93,"Transplant from cadaver Code also organ transplant procedure"
00.94,"Intra-operative neurophysiologic monitoring Includes:  Cranial nerve&#44; peripheral nerve and spinal cord testing performed intra-operatively Intra-operative neurophysiologic testing IOM Nerve monitoring Neuromonitoring Excludes:  brain temperature monitoring (01.17) intracranial oxygen monitoring (01.16) intracranial pressure monitoring (01.10) plethysmogram (89.58)"
01,"Incision and excision of skull&#44; brain&#44; and cerebral meninges"
01.0,"Cranial puncture"
01.01,"Cisternal puncture Cisternal tap Excludes: pneumocisternogram (87.02)"
01.02,"Ventriculopuncture through previously implanted catheter Puncture of ventricular shunt tubing"
01.09,"Other cranial puncture Aspiration of: subarachnoid space subdural space Cranial aspiration NOS Puncture of anterior fontanel Subdural tap (through fontanel)"
01.1,"Diagnostic procedures on skull&#44; brain&#44; and cerebral meninges"
01.10,"Intracranial pressure monitoring Includes: insertion of catheter or probe for monitoring"
01.11,"Closed [percutaneous] [needle] biopsy of cerebral meninges Burr hole approach"
01.12,"Open biopsy of cerebral meninges"
01.13,"Closed [percutaneous] [needle] biopsy of brain Burr hole approach Stereotactic method"
01.14,"Open biopsy of brain"
01.15,"Biopsy of skull"
01.16,"Intracranial oxygen monitoring Includes: insertion of catheter or probe for monitoring Partial pressure of brain oxygen (PbtO2)"
01.17,"Brain temperature monitoring Includes: insertion of catheter or probe for monitoring"
01.18,"Other diagnostic procedures on brain and cerebral meninges Excludes: brain temperature monitoring (01.17) cerebral: arteriography (88.41) thermography (88.81) contrast radiogram of brain (87.01-87.02) echoencephalogram (88.71) electroencephalogram (89.14) intracranial oxygen monitoring (01.16) intracranial pressure monitoring (01.10) microscopic examination of specimen from nervous system and of spinal fluid (90.01-90.09) neurologic examination (89.13) phlebography of head and neck  (88.61) pneumoencephalogram (87.01) radioisotope scan: cerebral (92.11) head NEC (92.12) tomography of head: C.A.T. scan (87.03) other (87.04)"
01.19,"Other diagnostic procedures on skull Excludes: transillumination of skull (89.16) x-ray of skull (87.17)"
01.2,"Craniotomy and craniectomy Excludes: decompression of skull fracture (02.02) exploration of orbit (16.01-16.09) that as operative approach -- omit code"
01.21,"Incision and drainage of cranial sinus"
01.22,"Removal of intracranial neurostimulator lead(s) Code also any removal of neurostimulator pulse generator (86.05) Excludes: removal with synchronous replacement (02.93)"
01.23,"Reopening of craniotomy site"
01.24,"Other craniotomy Cranial: decompression exploration trephination Craniotomy NOS Craniotomy with removal of: epidural abscess extradural hematoma foreign body of skull Excludes: removal of foreign body with incision into brain (01.39)"
01.25,"Other craniectomy Debridement of skull NOS Sequestrectomy of skull Excludes: debridement of compound fracture of skull (02.02) strip craniectomy (02.01)"
01.26,"Insertion of catheter(s) into cranial cavity or tissue Code also any concomitant procedure (e.g. resection (01.59)) Excludes: placement of intracerebral catheter(s) via burr hole(s) (01.28)"
01.27,"Removal of catheter(s) from cranial cavity or tissue"
01.28,"Placement of intracerebral catheter(s) via burr hole(s) Convection enhanced delivery Stereotactic placement of intracerebral catheter(s) Code also infusion of medication Excludes: insertion of catheter(s) into cranial cavity or tissue(s) (01.26)"
01.3,"Incision of brain and cerebral meninges"
01.31,"Incision of cerebral meninges Drainage of: intracranial hygroma subarachnoid abscess (cerebral) subdural empyema"
01.32,"Lobotomy and tractotomy Division of: brain tissue cerebral tracts Percutaneous (radiofrequency) cingulotomy"
01.39,"Other incision of brain Amygdalohippocampotomy Drainage of intracerebral hematoma Incision of brain NOS Excludes: division of cortical adhesions (02.91)"
01.4,"Operations on thalamus and globus pallidus"
01.41,"Operations on thalamus Chemothalamectomy Thalamotomy Excludes: that by stereotactic radiosurgery (92.30 - 92.39)"
01.42,"Operations on globus pallidus Pallidoansectomy Pallidotomy Excludes: that by stereotactic radiosurgery (92.30 - 92.39)"
01.5,"Other excision or destruction of brain and meninges"
01.51,"Excision of lesion or tissue of cerebral meninges Decortication of (cerebral) meninges Resection of (cerebral) meninges Stripping of subdural membrane of (cerebral) meninges Excludes: biopsy of cerebral meninges (01.11-01.12)"
01.52,"Hemispherectomy"
01.53,"Lobectomy of brain"
01.59,"Other excision or destruction of lesion or tissue of brain Curettage of brain Debridement of brain Marsupialization of brain cyst Transtemporal (mastoid) excision of brain tumor Excludes: biopsy of brain (01.13-01.14) laser interstitial thermal therapy [LITT] of lesion or tissue of brain under guidance (17.61) that by stereotactic radiosurgery (92.30 - 92.39)"
01.6,"Excision of lesion of skull Removal of granulation tissue of cranium Excludes: biopsy of skull (01.15) sequestrectomy (01.25)"
02,"Other operations on skull&#44; brain&#44; and cerebral meninges"
02.0,"Cranioplasty Excludes: that with synchronous repair of encephalocele (02.12)"
02.01,"Opening of cranial suture Linear craniectomy Strip craniectomy"
02.02,"Elevation of skull fracture fragments Debridement of compound fracture of skull Decompression of skull fracture Reduction of skull fracture Code also any synchronous debridement of brain (01.59) Excludes: debridement of skull NOS (01.25) removal of granulation tissue of cranium (01.6)"
02.03,"Formation of cranial bone flap Repair of skull with flap"
02.04,"Bone graft to skull Pericranial graft (autogenous) (heterogenous)"
02.05,"Insertion of skull plate Replacement of skull plate"
02.06,"Other cranial osteoplasty Repair of skull NOS Revision of bone flap of skull"
02.07,"Removal of skull plate Excludes: removal with synchronous replacement (02.05)"
02.1,"Repair of cerebral meninges Excludes: marsupialization of cerebral lesion (01.59)"
02.11,"Simple suture of dura mater of brain"
02.12,"Other repair of cerebral meninges Closure of fistula of cerebrospinal fluid Dural graft Repair of encephalocele including synchronous cranioplasty Repair of meninges NOS Subdural patch"
02.13,"Ligation of meningeal vessel Ligation of: longitudinal sinus middle meningeal artery"
02.14,"Choroid plexectomy Cauterization of choroid plexus"
02.2,"Ventriculostomy Anastomosis of ventricle to: cervical subarachnoid space cisterna magna Insertion of Holter valve Ventriculocisternal intubation"
02.3,"Extracranial ventricular shunt Includes: that with insertion of valve"
02.31,"Ventricular shunt to structure in head and neck Ventricle to nasopharynx shunt Ventriculomastoid anastomosis"
02.32,"Ventricular shunt to circulatory system Ventriculoatrial anastomosis Ventriculocaval shunt"
02.33,"Ventricular shunt to thoracic cavity Ventriculopleural anastomosis"
02.34,"Ventricular shunt to abdominal cavity and organs Ventriculocholecystostomy Ventriculoperitoneostomy"
02.35,"Ventricular shunt to urinary system Ventricle to ureter shunt"
02.39,"Other operations to establish drainage of ventricle Ventricle to bone marrow shunt Ventricular shunt to extracranial site NEC"
02.4,"Revision&#44; removal&#44; and irrigation of ventricular shunt Excludes: revision of distal catheter of ventricular shunt (54.95)"
02.41,"Irrigation and exploration of ventricular shunt Exploration of ventriculoperitoneal shunt at ventricular site Re-programming of ventriculoperitoneal shunt"
02.42,"Replacement of ventricular shunt Reinsertion of Holter valve Replacement of ventricular catheter Revision of ventriculoperitoneal shunt at ventricular site"
02.43,"Removal of ventricular shunt"
02.9,"Other operations on skull&#44; brain&#44; and cerebral meninges Excludes: operations on: pineal gland (07.17&#44; 07.51-07.59) pituitary gland [hypophysis] (07.13-07.15&#44; 07.61-07.79)"
02.91,"Lysis of cortical adhesions"
02.92,"Repair of brain"
02.93,"Implantation or replacement of intracranial neurostimulator lead(s) Implantation&#44; insertion&#44; placement&#44; or replacement of intracranial: brain pacemaker [neuropacemaker] depth electrodes epidural pegs electroencephalographic receiver foramen ovale electrodes intracranial electrostimulator subdural grids subdural strips Code also any insertion of neurostimulator pulse generator (86.94-86.98)"
02.94,"Insertion or replacement of skull tongs or halo traction device"
02.95,"Removal of skull tongs or halo traction device"
02.96,"Insertion of sphenoidal electrodes"
02.99,"Other Excludes: chemical shock therapy (94.24) electroshock therapy: subconvulsive (94.26) other (94.27)"
03,"Operations on spinal cord and spinal canal structures Code also any application or administration of an adhesion barrier substance (99.77)"
03.0,"Exploration and decompression of spinal canal structures"
03.01,"Removal of foreign body from spinal canal"
03.02,"Reopening of laminectomy site"
03.09,"Other exploration and decompression of spinal canal Decompression: laminectomy laminotomy Expansile laminoplasty Exploration of spinal nerve root Foraminotomy Code also any synchronous insertion&#44; replacement and revision of posterior spinal motion preservation device(s)&#44; if performed (84.80 - 84.85) Excludes: drainage of spinal fluid by anastomosis (03.71-03.79) laminectomy with excision of intervertebral disc (80.51) spinal tap (03.31) that as operative approach -- omit code"
03.1,"Division of intraspinal nerve root Rhizotomy"
03.2,"Chordotomy"
03.21,"Percutaneous chordotomy Stereotactic chordotomy"
03.29,"Other chordotomy Chordotomy NOS Tractotomy (one-stage) (two-stage) of spinal cord Transection of spinal cord tracts"
03.3,"Diagnostic procedures on spinal cord and spinal canal structures"
03.31,"Spinal tap Lumbar puncture for removal of dye Excludes: lumbar puncture for injection of dye [myelogram] (87.21)"
03.32,"Biopsy of spinal cord or spinal meninges"
03.39,"Other diagnostic procedures on spinal cord and spinal canal structures Excludes: microscopic examination of specimen from nervous system or of spinal fluid (90.01-90.09) x-ray of spine (87.21-87.29)"
03.4,"Excision or destruction of lesion of spinal cord or spinal meninges Curettage of spinal cord or spinal meninges Debridement of spinal cord or spinal meninges Marsupialization of cyst of spinal cord or spinal meninges Resection of spinal cord or spinal meninges Excludes: biopsy of spinal cord or meninges (03.32)"
03.5,"Plastic operations on spinal cord structures"
03.51,"Repair of spinal meningocele Repair of meningocele NOS"
03.52,"Repair of spinal myelomeningocele"
03.53,"Repair of vertebral fracture Elevation of spinal bone fragments Reduction of fracture of vertebrae Removal of bony spicules from spinal canal Excludes:  percutaneous vertebral augmentation (81.66) percutaneous vertebroplasty (81.65)"
03.59,"Other repair and plastic operations on spinal cord structures Repair of: diastematomyelia spina bifida NOS spinal cord NOS spinal meninges NOS vertebral arch defect"
03.6,"Lysis of adhesions of spinal cord and nerve roots"
03.7,"Shunt of spinal theca Includes: that with valve"
03.71,"Spinal subarachnoid-peritoneal shunt"
03.72,"Spinal subarachnoid-ureteral shunt"
03.79,"Other shunt of spinal theca Lumbar-subarachnoid shunt NOS Pleurothecal anastomosis Salpingothecal anastomosis"
03.8,"Injection of destructive agent into spinal canal"
03.9,"Other operations on spinal cord and spinal canal structures"
03.90,"Insertion of catheter into spinal canal for infusion of therapeutic or palliative substances Insertion of catheter into epidural&#44; subarachnoid&#44; or subdural space of spine with intermittent or continuous infusion of drug (with creation of any reservoir) Code also any implantation of infusion pump (86.06)"
03.91,"Injection of anesthetic into spinal canal for analgesia Excludes: that for operative anesthesia -- omit code"
03.92,"Injection of other agent into spinal canal Intrathecal injection of steroid Subarachnoid perfusion of refrigerated saline Excludes: injection of: contrast material for myelogram (87.21) destructive agent into spinal canal (03.8)"
03.93,"Implantation or replacement of spinal neurostimulator lead(s) Code also any insertion of neurostimulator pulse generator (86.94-86.98)"
03.94,"Removal of spinal neurostimulator lead(s) Code also any removal of neurostimulator pulse generator (86.05)"
03.95,"Spinal blood patch"
03.96,"Percutaneous denervation of facet"
03.97,"Revision of spinal thecal shunt"
03.98,"Removal of spinal thecal shunt"
03.99,"Other"
04,"Operations on cranial and peripheral nerves"
